B02001_002E,B02001_003E,B02001_004E,B02001_005E,B02001_006E,B02001_007E,B02001_008E,state,place,year
96,0,2,0,0,0,2,29,08974,2020
800,71,5,0,0,46,50,29,09046,2020
345,0,0,0,1,0,13,29,09388,2020
2939,5,0,16,3,19,67,29,09424,2020
30,0,0,0,0,0,0,29,09496,2020
2911,3,92,48,0,0,47,29,09514,2020
465,3,3,3,0,36,17,29,09642,2020
334,3,0,0,0,0,2,29,09658,2020
241,4,0,0,0,0,19,29,09694,2020
75,0,0,0,0,8,0,29,09784,2020
33,0,0,0,0,0,0,29,09802,2020
472,0,2,0,0,0,3,29,09838,2020
3783,173,60,17,0,24,68,29,10054,2020
497,0,4,20,0,87,0,29,10144,2020
2892,0,0,16,0,0,75,29,10240,2020
459,0,0,0,0,0,0,29,23248,2020
664,8,0,0,0,0,23,29,23266,2020
1319,0,2,4,0,0,123,29,23338,2020
523,0,0,0,0,0,9,29,23428,2020
346,0,2,56,0,0,91,29,23518,2020
381,17,4,0,0,0,4,29,23662,2020
182,0,1,22,0,0,4,29,23698,2020
16788,1147,68,241,0,342,206,29,23752,2020
209,0,0,0,0,0,0,29,23824,2020
2302,321,20,6,0,0,28,29,23842,2020
3653,129,0,15,0,10,226,29,23950,2020
4642,14228,157,99,0,374,1131,29,23986,2020
414,66,0,0,49,0,69,29,24058,2020
11253,360,30,71,0,0,340,29,24094,2020
381,0,0,0,0,0,1,29,24120,2020
282,2,0,0,0,0,0,29,24184,2020
552,0,0,0,0,0,10,29,24328,2020
95,0,0,0,0,0,0,29,24562,2020
69,0,0,0,2,0,0,29,24580,2020
784,144,0,0,0,7,0,29,24688,2020
22,1153,0,0,3,0,10,29,24706,2020
0,0,0,0,0,0,0,29,24760,2020
27802,19102,183,513,27,944,2649,29,24778,2020
110,0,0,0,0,0,2,29,24886,2020
811,0,0,0,0,0,23,29,25012,2020
256,0,6,0,0,0,4,29,25066,2020
837,0,0,5,0,0,39,29,25120,2020
2302,74,33,36,0,23,92,29,25192,2020
35,0,0,0,0,0,0,29,25228,2020
9084,2726,358,853,178,653,927,29,25264,2020
157,0,0,0,0,0,0,29,25300,2020
74,0,0,0,0,0,0,29,25372,2020
220,0,0,0,0,2,10,29,25411,2020
174,0,0,0,0,0,0,29,25516,2020
442,6,0,2,0,0,2,29,25552,2020
114,0,0,0,0,0,8,29,25624,2020
3809,18,0,24,0,39,116,29,25768,2020
426,0,0,0,0,0,0,29,25822,2020
472,3,8,0,0,2,0,29,25894,2020
278,0,0,0,0,51,0,29,25912,2020
0,0,0,0,0,0,0,29,25948,2020
1030,1,0,13,0,0,14,29,25957,2020
16,0,0,0,0,0,0,29,26000,2020
84,0,0,0,0,0,0,29,26020,2020
319,0,0,0,0,0,0,29,26092,2020
2781,49,0,503,0,9,196,29,26110,2020
10950,1192,75,76,0,210,193,29,26182,2020
572,8,0,0,0,0,4,29,26218,2020
731,0,0,0,0,0,37,29,26254,2020
1616,0,6,3,0,3,46,29,26308,2020
175,0,0,0,0,0,0,29,26362,2020
1320,4,31,6,0,5,140,29,26434,2020
238,0,0,0,0,0,23,29,26578,2020
76,0,0,0,0,0,0,29,26776,2020
1047,5,0,8,0,0,44,29,26866,2020
20,0,0,0,0,0,0,29,26902,2020
67,0,0,0,0,0,0,29,26920,2020
709,4,2,0,0,34,8,29,44282,2020
42,0,0,0,0,0,0,29,44372,2020
189,0,0,0,0,0,11,29,44390,2020
22,0,0,0,0,0,0,29,44498,2020
68,0,0,0,0,0,0,29,44516,2020
8,0,0,0,0,0,0,29,44768,2020
361,0,4,0,0,0,30,29,44829,2020
152,0,0,0,0,0,1,29,45020,2020
69,0,0,0,0,0,0,29,45200,2020
300,0,0,0,0,0,53,29,45218,2020
4708,210,51,79,0,24,285,29,45326,2020
412,0,0,0,0,0,10,29,45470,2020
229,0,0,17,0,0,4,29,45596,2020
2950,1004,0,0,0,143,39,29,45614,2020
176,0,0,0,0,0,0,29,45632,2020
15253,564,7,1496,0,289,493,29,45668,2020
1209,0,4,0,0,21,23,29,45740,2020
5762,1266,4,378,0,107,556,29,45830,2020
1845,45,76,0,0,0,35,29,45848,2020
1880,21,5,18,0,10,78,29,45866,2020
2509,0,6,0,0,0,118,29,46172,2020
2248,137,0,66,0,29,247,29,46208,2020
189,0,0,0,0,0,4,29,46244,2020
9939,1012,1,96,171,910,791,29,46316,2020
6681,146,48,16,0,0,534,29,46388,2020
337,191,0,0,0,0,0,29,46406,2020
2313,19,7,6,0,32,33,29,46424,2020
547,19,0,0,4,2,5,29,46460,2020
17221,3463,0,4777,83,517,935,29,46586,2020
10609,447,37,243,24,64,217,29,46640,2020
625,8,0,0,0,0,2,29,46730,2020
1090,14,11,2,0,0,25,29,46946,2020
228,66,3,60,0,1,8,29,46964,2020
555,0,0,0,0,0,4,29,47036,2020
157,0,0,0,0,0,0,29,47144,2020
26326,1236,0,721,5,114,422,29,47180,2020
1818,1,0,0,0,0,67,29,47270,2020
259,11,0,0,0,0,1,29,47288,2020
298,0,0,14,0,0,11,29,47486,2020
2320,0,0,21,0,79,51,29,47520,2020
57,0,0,0,0,0,0,29,47540,2020
160,0,0,0,0,0,12,29,47594,2020
12,0,5,0,0,0,0,29,47612,2020
10056,701,22,3,12,93,648,29,47648,2020
102,0,0,0,0,0,0,29,47684,2020
37,0,0,0,0,0,0,29,47846,2020
200,0,3,0,0,0,13,29,47900,2020
1950,177,11,0,15,128,148,29,48062,2020
3,0,0,0,0,0,0,29,48098,2020
69,3,2,0,0,0,0,29,48134,2020
602,39,21,0,0,0,37,29,48242,2020
363,0,0,0,0,0,0,29,48350,2020
95,0,0,0,0,0,44,29,48386,2020
42,0,0,0,0,0,0,29,48476,2020
294,0,24,0,0,0,71,29,48566,2020
345,0,29,0,0,0,13,29,48602,2020
688,47,0,9,0,76,57,29,48656,2020
36,0,0,0,0,0,0,29,71026,2020
973,1,3,5,0,0,22,29,71044,2020
2176,0,5,15,0,13,228,29,71062,2020
162,0,0,0,0,0,0,29,71098,2020
1081,3,1,0,0,0,17,29,71224,2020
2885,19,125,0,0,32,220,29,71368,2020
6262,0,8,34,0,72,123,29,71440,2020
1030,0,0,0,0,0,0,29,71508,2020
356,0,0,11,0,0,0,29,71512,2020
116,0,0,0,0,0,1,29,71620,2020
106,0,0,0,0,0,0,29,71628,2020
379,4,0,4,0,18,3,29,71728,2020
8134,92,0,140,0,44,56,29,71746,2020
1317,22,4,3,0,0,86,29,71890,2020
370,243,0,11,0,2,59,29,72034,2020
155,0,0,0,0,0,0,29,72106,2020
95,0,0,0,0,0,0,29,72196,2020
259,0,0,0,0,0,14,29,72232,2020
1339,12,0,0,0,0,69,29,72304,2020
1450,7,1,4,0,0,19,29,72340,2020
0,0,0,0,0,0,0,29,72376,2020
261,0,0,0,0,0,0,29,72412,2020
79,0,0,0,0,0,0,29,72574,2020
2374,0,0,0,0,0,8,29,72772,2020
2508,0,0,8,0,7,55,29,72826,2020
101,0,0,0,0,0,15,29,72898,2020
0,0,0,0,0,0,0,29,73006,2020
4,0,0,0,0,0,0,29,73127,2020
80,0,0,0,0,0,0,29,73240,2020
332,0,0,0,0,0,0,29,73330,2020
65,0,0,0,0,0,0,29,73348,2020
2746,406,3,0,18,8,32,29,73420,2020
9165,126,17,1470,0,20,311,29,73618,2020
205,4,1,0,4,0,0,29,73690,2020
5304,19,14,107,0,28,207,29,73816,2020
533,0,0,0,0,0,12,29,73852,2020
10,0,0,0,0,0,0,29,73870,2020
11672,295,26,104,0,0,360,29,73942,2020
655,40,3,9,0,26,66,29,73978,2020
134,0,0,0,0,0,10,29,74014,2020
178,3,12,3,0,0,10,29,74176,2020
110,33,0,19,0,0,0,29,74194,2020
514,0,0,1,0,0,5,29,74284,2020
28,0,0,0,0,0,0,29,74473,2020
11258,296,4,200,0,0,173,29,74626,2020
534,0,2,19,0,0,0,29,75130,2020
1802,13,0,3,0,0,9,29,75166,2020
54,10,0,1,0,0,0,29,75202,2020
19580,11053,169,2067,14,272,1181,29,75220,2020
8,376,0,5,0,3,0,29,75238,2020
391,0,12,0,0,3,36,29,75310,2020
510,0,0,0,0,0,20,29,75346,2020
216,0,0,0,0,0,6,29,75364,2020
5960,497,0,198,0,12,146,29,75472,2020
1239,2,0,0,0,0,0,29,75580,2020
3234,444,41,20,10,6,148,29,75688,2020
81,0,1,0,0,0,20,29,75706,2020
2835,116,0,19,0,122,125,12,24900,2020
28571,1862,3,696,54,150,1702,12,24925,2020
7707,1142,0,31,0,61,244,12,24975,2020
12897,296,7,340,0,212,426,12,25000,2020
8892,1707,55,196,0,889,250,12,25025,2020
4216,113,29,0,0,422,0,12,25125,2020
86243,27674,549,8986,135,1744,8280,12,25175,2020
445,0,0,0,0,0,55,12,25392,2020
922,18,0,53,0,33,0,12,25475,2020
365,0,0,0,0,0,2,12,25550,2020
9133,581,0,420,3,270,145,12,25655,2020
2900,0,38,12,0,0,214,12,25750,2020
10975,3598,140,488,14,1222,1616,12,25900,2020
641,3840,0,0,0,0,0,12,25925,2020
2610,9702,0,22,0,841,315,12,25987,2020
1439,0,0,0,0,0,0,12,26000,2020
191,4,0,4,0,2,2,12,26050,2020
561,7,0,11,0,0,88,12,26075,2020
14528,391,0,182,0,276,2183,12,26100,2020
560,0,0,12,0,3,11,12,26250,2020
21495,3839,29,19,0,1694,3300,12,26300,2020
6742,24627,0,439,0,543,1492,12,26375,2020
9067,1109,52,575,0,678,860,12,26475,2020
269,0,0,2,0,0,0,12,26550,2020
11680,1745,0,336,0,56,426,12,26700,2020
217,0,0,0,0,0,0,12,26775,2020
1320,347,0,258,0,0,96,12,26900,2020
888,2747,24,16,0,5,226,12,26925,2020
5903,4379,0,0,0,135,730,12,26950,2020
1573,540,4,29,0,9,33,12,27000,2020
627,160,0,0,0,0,13,12,27175,2020
3720,55,14,45,0,4,402,12,27256,2020
24268,10147,10,1413,0,3074,2330,12,27322,2020
2351,169,12,23,0,0,209,12,27360,2020
6401,962,11,78,0,292,539,12,27400,2020
394,237,4,0,0,13,53,12,27550,2020
123,1160,1,0,0,74,0,12,27575,2020
340,232,0,0,0,0,32,12,27600,2020
2759,108,0,63,0,31,112,12,27635,2020
176,975,0,0,0,13,0,12,27650,2020
1966,0,32,0,0,0,11,12,27775,2020
2086,70,8,35,0,52,185,12,24825,2020
9945,2357,33,829,120,584,1241,12,27800,2020
5699,180,37,0,28,283,498,12,28000,2020
8048,203,77,34,0,46,113,12,28045,2020
10447,1022,51,201,0,67,546,12,28175,2020
863,16,0,6,0,0,0,12,28275,2020
963,16,0,29,0,13,71,12,28305,2020
15130,6523,43,130,0,1308,2044,12,28400,2020
27008,7224,21,916,0,1173,3440,12,28452,2020
442,78,0,0,0,0,1,12,28575,2020
2801,192,29,21,0,25,48,12,28650,2020
3241,531,0,41,0,32,5,12,28800,2020
64,2641,0,0,0,0,0,12,28925,2020
845,73,0,0,0,424,20,12,28937,2020
951,0,50,0,0,9,60,12,29000,2020
615,680,0,0,0,9,0,12,29100,2020
25846,2874,108,732,0,3721,3842,12,60230,2020
1057,2205,29,10,0,162,402,12,60275,2020
4403,48,0,16,0,16,72,12,60325,2020
4463,126,7,86,12,140,22,12,60475,2020
689,0,0,0,0,0,16,12,60550,2020
3920,653,0,434,0,164,444,12,60562,2020
5005,1306,20,0,32,63,713,12,60785,2020
4943,157,0,10,13,20,219,12,60835,2020
63068,18165,337,2952,0,3844,7483,12,60950,2020
9045,23556,4,609,28,308,1475,12,60975,2020
21888,4021,79,462,0,535,754,12,61500,2020
568,46,0,26,0,0,23,12,61615,2020
249,1759,0,0,0,32,28,12,61807,2020
1467,61,0,0,0,0,26,12,61875,2020
9609,61,0,231,0,0,216,12,61937,2020
24439,10502,33,1564,0,851,2226,12,62100,2020
1279,191,0,66,0,78,1,12,62118,2020
15460,4098,70,706,56,3931,1319,12,62275,2020
15550,1084,80,364,14,308,493,12,62425,2020
12752,1389,34,75,13,163,639,12,62500,2020
6871,4,0,40,0,0,95,12,62525,2020
9097,194,81,240,0,136,70,12,62550,2020
4420,169,0,291,0,0,114,12,62562,2020
36310,4038,411,648,0,6363,5362,12,62625,2020
974,0,0,12,0,0,20,12,62650,2020
3496,0,0,10,4,0,0,12,62675,2020
826,323,27,11,0,17,73,12,62775,2020
753,0,0,17,0,3,0,12,62800,2020
333,0,0,0,0,0,7,12,62825,2020
8926,50,13,267,0,195,152,12,62885,2020
182236,56130,553,9185,96,3526,12275,12,63000,2020
2924,959,0,0,0,786,32,12,63225,2020
4933,0,0,11,0,0,72,12,63362,2020
1083,28,1,17,0,0,41,12,63375,2020
14482,859,0,272,0,1559,1084,12,63425,2020
1596,2145,16,17,0,123,164,12,63435,2020
31112,17300,162,2307,11,5373,4072,12,63650,2020
7194,19,102,23,0,25,15,12,63700,2020
44899,8766,162,1196,0,615,2149,12,64175,2020
11647,541,27,82,0,275,481,12,64325,2020
9908,293,30,149,0,34,586,12,64400,2020
4023,26,0,25,0,20,0,12,64525,2020
266,262,0,0,0,0,61,12,64547,2020
825,0,0,0,0,0,42,12,64625,2020
479,5,0,4,0,0,31,12,64725,2020
23264,826,62,112,110,240,999,12,64825,2020
6607,2215,0,48,0,1069,515,12,64875,2020
6420,805,15,50,0,88,858,12,64925,2020
16457,424,37,818,48,167,821,12,64975,2020
1706,704,0,12,0,97,429,12,65100,2020
609,63,0,0,0,245,0,12,65200,2020
2080,0,0,4,0,54,9,12,65225,2020
11099,516,48,172,0,67,176,12,65385,2020
620,12,0,102,15,51,30,12,65425,2020
2619,70,0,14,0,0,49,12,65525,2020
5359,0,17,56,4,5,146,12,66000,2020
1955,87,0,0,0,71,112,12,66062,2020
482,0,0,0,0,15,2,31,23830,2020
528,21,2,0,3,138,3,31,23970,2020
0,0,0,0,0,0,0,31,24005,2020
105,0,0,0,2,0,0,31,24075,2020
119,0,0,0,0,10,9,31,24285,2020
205,0,0,0,0,0,5,31,24355,2020
85,0,0,0,0,0,6,31,24530,2020
236,3,1,0,0,0,2,31,24670,2020
36,0,0,0,0,0,0,31,24740,2020
52,0,0,0,0,0,0,31,24915,2020
663,0,0,0,0,3,16,31,24950,2020
30447,343,76,710,3,1230,974,31,25055,2020
1069,0,3,8,0,7,1,31,25160,2020
411,0,0,0,0,0,5,31,25230,2020
31,0,0,0,0,0,0,31,25335,2020
58,0,20,0,0,0,5,31,25405,2020
2109,5,72,10,0,5,75,31,25475,2020
39,0,0,0,0,0,0,31,25510,2020
0,0,0,0,0,0,0,31,25720,2020
335,0,1,42,0,0,0,31,26150,2020
9,0,0,0,0,0,0,31,26175,2020
33,0,0,0,0,103,0,31,26315,2020
996,0,9,0,0,0,22,31,26350,2020
15429,460,57,292,0,164,679,31,26385,2020
326,0,4,0,0,3,0,31,26420,2020
58,0,0,0,0,0,0,31,26455,2020
363,0,0,2,0,0,10,31,26560,2020
104,0,0,0,0,0,0,31,26595,2020
103,0,0,0,0,0,0,31,26630,2020
215,0,0,0,0,6,11,31,26805,2020
40,0,0,0,0,0,0,31,26875,2020
6886,1360,58,122,2,975,666,31,26910,2020
54,0,0,0,0,0,0,31,26980,2020
240506,12221,1976,13280,202,4304,13899,31,28000,2020
273,0,0,0,5,6,1,31,28105,2020
19,0,0,0,0,0,0,31,28140,2020
19,0,0,0,0,0,0,31,28165,2020
114,0,0,0,0,0,26,31,28245,2020
38,0,0,0,0,0,0,31,28315,2020
298,0,0,0,0,8,0,31,28350,2020
53,0,0,0,0,0,0,31,23725,2020
288,0,0,5,0,3,0,31,28420,2020
254,0,1,2,0,0,4,31,29050,2020
398,0,0,0,0,13,0,31,29085,2020
20,0,0,0,0,0,0,31,29120,2020
112,0,0,0,0,0,0,31,29155,2020
33,0,0,0,0,0,0,31,29175,2020
1314,3,23,34,3,21,27,31,29260,2020
954,0,0,12,1,24,13,31,29470,2020
16,0,0,0,0,0,0,31,29645,2020
353,0,4,0,0,29,14,31,29715,2020
193,0,4,0,0,0,7,31,29750,2020
708,0,8,0,0,48,2,31,29855,2020
7139,37,40,8,0,10,321,31,29925,2020
533,16,0,0,0,1,9,31,29960,2020
105,0,2,0,0,4,0,31,30030,2020
76,0,0,0,0,0,6,31,30065,2020
3652,197,0,24,7,33,59,22,04055,2020
349,780,0,0,0,56,0,22,04230,2020
856,97,6,0,0,0,68,22,04300,2020
1280,601,0,0,0,76,175,22,04580,2020
178,34,0,0,0,0,0,22,04615,2020
1957,7934,0,45,0,0,124,22,04685,2020
84550,118769,644,8217,299,4538,5174,22,05000,2020
1823,302,0,10,0,0,15,22,05105,2020
11972,640,790,32,0,197,366,22,05175,2020
13541,3855,1450,402,0,254,805,22,05210,2020
54,0,0,0,0,0,0,22,05255,2020
1316,0,0,0,47,0,0,22,05260,2020
1627,0,0,0,0,0,76,22,05315,2020
0,370,0,0,0,0,0,22,05350,2020
2057,28,62,21,0,0,63,22,05378,2020
3648,308,27,7,0,121,235,22,05525,2020
222,35,0,0,0,0,39,22,05945,2020
9040,626,97,156,0,26,296,22,06120,2020
883,1154,0,0,0,0,15,22,06260,2020
208,0,27,0,0,0,0,22,06750,2020
1167,790,90,28,0,0,49,22,06925,2020
455,1131,0,0,0,96,4,22,07030,2020
3560,700,47,0,0,100,71,22,07100,2020
139,65,0,1,0,0,0,22,07205,2020
2594,424,0,0,0,16,103,22,07730,2020
5599,5650,41,7,0,81,280,22,08150,2020
41,142,0,0,0,0,7,22,08535,2020
358,102,41,0,17,16,71,22,08710,2020
441,49,0,0,0,0,0,22,08745,2020
43732,19224,330,1698,144,1097,2061,22,08920,2020
2391,0,125,1,0,0,18,22,09095,2020
896,1945,0,0,0,28,75,22,09130,2020
268,941,6,2,0,0,19,22,09165,2020
310,20,0,0,0,0,25,22,09235,2020
4741,3127,12,63,0,17,253,22,09340,2020
2338,2965,5,146,0,812,143,22,09480,2020
9389,2469,32,232,0,0,126,22,10075,2020
1494,4329,16,97,0,0,0,22,10145,2020
2311,1220,0,15,0,1,171,22,10225,2020
627,1183,8,0,0,7,51,22,04020,2020
2074,595,0,0,0,21,0,22,10600,2020
93,6,0,0,0,8,0,22,10705,2020
1675,2081,0,0,0,0,147,22,10950,2020
413,0,0,448,0,0,35,22,10985,2020
1395,615,20,0,0,0,23,22,11580,2020
69,196,0,0,0,0,0,22,11825,2020
180,47,0,0,0,0,0,22,11930,2020
216,2,0,0,0,0,1,22,12000,2020
217,898,0,0,0,12,90,22,12280,2020
839,48,0,0,0,0,9,22,12420,2020
4697,4542,0,31,0,25,51,22,12665,2020
4632,308,37,114,0,34,60,22,12840,2020
228,63,0,0,0,0,9,22,13260,2020
1147,0,0,23,0,0,0,22,13330,2020
929,394,0,0,0,0,0,22,13575,2020
1251,8,12,3,0,0,0,22,13855,2020
331,0,0,0,0,0,0,22,13925,2020
2811,86,1,5,0,3,458,36,12683,2020
484,0,0,0,0,15,3,36,12749,2020
877,0,0,0,0,0,75,36,12771,2020
1433,3,0,0,0,16,31,36,12870,2020
288,7,0,0,0,38,45,36,12881,2020
470,0,0,0,0,0,14,36,12958,2020
2804,659,179,83,0,0,107,36,13002,2020
918,6,0,0,0,55,11,36,13024,2020
421,0,3,7,0,1,5,36,13068,2020
2810,88,5,602,0,87,50,36,13079,2020
2527,193,13,45,0,19,60,36,13145,2020
5656,106,0,112,0,184,584,36,13233,2020
1057,0,8,0,0,23,61,36,13288,2020
233,0,0,0,0,0,0,36,13299,2020
25098,1899,21,2114,9,1058,901,36,13376,2020
7158,230,0,175,0,203,140,36,13420,2020
5297,99,0,237,0,0,140,36,13442,2020
519,0,0,0,0,0,0,36,13530,2020
15734,7957,42,1160,7,5906,2785,36,13552,2020
1975,9,1,0,0,0,13,36,13585,2020
359,2,0,19,0,2,0,36,13618,2020
1140,0,0,0,0,0,0,36,13662,2020
1262,0,2,8,0,4,50,36,13739,2020
2091,0,0,423,6,44,64,36,13805,2020
864,12,0,4,0,0,16,36,13981,2020
1453,104,0,4,0,90,41,36,14003,2020
615,10,8,5,0,0,64,36,14036,2020
205,53,0,0,0,24,21,36,14058,2020
686,0,0,0,0,0,31,36,14102,2020
58926,9331,144,1749,22,727,2558,36,15000,2020
935,464,0,28,0,0,0,36,15060,2020
2948,0,20,86,0,9,92,36,15121,2020
484,0,0,0,0,0,0,36,15187,2020
581,0,0,0,0,0,5,36,15242,2020
2612,394,32,100,0,625,294,36,15297,2020
705,2,0,0,0,0,0,36,15363,2020
6355,973,0,282,0,181,250,36,15400,2020
4764,48,29,20,0,0,10,36,15561,2020
2049,22,0,19,0,0,47,36,15638,2020
2185,24,0,13,0,6,10,36,15814,2020
3125,0,0,0,0,0,86,36,15836,2020
1348,0,0,72,0,0,20,36,15902,2020
4382,174,0,104,0,386,0,36,15946,2020
960,0,0,0,0,0,0,36,16050,2020
1893,14,0,1,0,0,24,36,16089,2020
261,1,0,0,0,0,0,36,16111,2020
764,0,0,2,0,0,48,36,16188,2020
1962,137,0,405,0,45,82,36,16298,2020
3262,302,0,100,0,45,0,36,16322,2020
1880,19,0,3,0,6,23,36,16375,2020
1793,6,0,21,0,30,111,36,16419,2020
1593,30,0,79,0,41,25,36,16452,2020
1683,66,0,1,0,26,56,36,16573,2020
4069,268,27,44,0,100,108,36,16628,2020
1001,9,0,0,0,2,54,36,16727,2020
14097,1173,62,217,19,36,1104,36,16749,2020
64,11,0,0,0,0,0,01,44536,2020
2396,167,79,0,0,14,111,01,44608,2020
1738,735,0,145,0,17,107,01,44728,2020
828,0,0,0,0,0,4,01,44800,2020
8471,3424,0,65,0,0,117,01,45040,2020
204,458,0,0,0,0,0,01,45208,2020
19,180,0,0,0,0,0,01,45316,2020
99,117,37,0,0,0,0,01,45472,2020
510,271,3,0,0,0,6,01,45496,2020
0,17,0,0,0,0,0,01,45640,2020
38560,7049,191,2837,15,388,1677,01,45784,2020
238,39,0,0,0,3,1,01,45904,2020
1103,9,0,4,0,13,0,01,46072,2020
41,202,0,0,0,0,0,01,46192,2020
1555,112,0,5,0,0,30,01,46264,2020
537,88,0,0,0,0,15,01,46504,2020
1707,234,0,0,0,0,99,01,46600,2020
3415,1457,0,13,0,8,12,01,46696,2020
1075,2104,3,8,0,6,0,01,46768,2020
296,5,1,0,0,0,4,01,47728,2020
9415,599,0,54,0,0,42,01,47740,2020
20,0,0,0,0,0,0,01,47848,2020
0,10,0,0,0,0,0,01,48052,2020
321,0,6,0,0,0,0,01,48064,2020
4848,1891,132,471,0,0,178,01,48112,2020
696,4032,0,3,0,173,80,01,48376,2020
1282,606,9,7,0,0,38,01,48400,2020
16,483,0,0,0,0,0,01,48424,2020
473,255,10,0,0,0,33,01,48616,2020
11152,4053,0,221,0,305,306,01,48712,2020
389,0,0,0,0,0,0,01,48784,2020
982,227,0,0,0,0,0,01,48808,2020
598,169,4,0,0,0,0,01,48832,2020
652,149,13,0,0,0,18,01,49072,2020
82758,97086,563,3330,32,1535,4690,01,50000,2020
2050,3667,1,74,0,16,4,01,50192,2020
5051,1180,18,178,0,168,234,01,50312,2020
62629,121031,363,6460,15,2852,5704,01,51000,2020
11210,1285,221,169,0,15,104,01,51096,2020
4051,1060,80,13,0,0,132,01,51216,2020
84,0,0,2,0,1,0,01,51264,2020
1968,0,0,3,0,0,28,01,51456,2020
216,0,0,0,0,0,0,01,51469,2020
0,860,0,0,0,0,2,01,51520,2020
2536,544,32,7,0,0,118,01,51600,2020
1410,1393,0,28,0,0,177,01,51648,2020
19782,81,11,242,0,0,62,01,51696,2020
97,123,0,0,0,0,0,01,52320,2020
3862,174,0,0,0,0,16,01,52344,2020
289,1182,3,13,0,0,17,01,52608,2020
0,166,0,0,0,0,0,01,52680,2020
612,108,0,0,0,0,37,01,52776,2020
921,416,3,11,20,39,55,01,52848,2020
11609,1942,7,136,0,450,235,01,53016,2020
95,16,0,0,0,0,0,01,53112,2020
12,20,0,0,0,0,0,01,53208,2020
380,0,0,0,0,0,0,01,53232,2020
355,139,1,0,0,0,14,01,53256,2020
860,39,8,9,7,302,365,06,34281,2020
6573,390,133,1067,0,3066,798,06,34302,2020
6089,32,8,25,228,1052,179,06,34316,2020
2237,35,172,41,0,33,101,06,34392,2020
241,0,0,0,0,0,0,06,34405,2020
83,0,0,0,24,50,15,06,34428,2020
237,0,0,0,0,0,52,06,34484,2020
388,17,2486,0,114,3,340,06,34540,2020
689,0,4,0,0,182,24,06,34652,2020
234,0,0,0,0,0,9,06,34694,2020
74,0,0,0,0,0,0,06,34708,2020
6253,33,83,536,0,640,0,06,34904,2020
2574,15,34,112,50,199,451,06,34928,2020
139256,2848,892,25857,806,14665,15454,06,36000,2020
31458,667,689,282,223,20659,3783,06,36056,2020
2772,23,490,0,0,3061,738,06,36084,2020
124,0,0,0,0,0,0,06,36098,2020
1026,0,6,0,0,1,18,06,36126,2020
53,0,0,0,0,107,0,06,36135,2020
0,0,0,0,0,0,0,06,36168,2020
2252,95,27,184,0,393,12,06,36203,2020
81,0,34,0,0,0,33,06,36252,2020
13438,217,23,607,0,2036,2310,06,36280,2020
18325,1664,301,1946,7,1728,3363,06,36294,2020
538,7,111,3,3,6,93,06,36350,2020
10,0,0,0,0,0,0,06,36364,2020
604,0,18,5,0,25,8,06,36420,2020
4942,85,0,182,12,130,112,06,36434,2020
48086,3600,409,2016,1,26786,9098,06,36448,2020
348,0,0,1,0,436,26,06,36452,2020
149,2,0,15,0,78,20,06,36490,2020
26655,44640,1329,2903,692,24688,8402,06,36546,2020
3608,199,30,111,0,2909,739,06,36613,2020
1421,0,0,0,0,31,45,06,36616,2020
645,0,0,0,0,0,0,06,36658,2020
7129,166,10,5,0,168,383,06,36672,2020
264,0,0,0,0,0,26,06,36735,2020
122516,3979,432,119003,957,6783,19024,06,36770,2020
699,0,0,10,0,508,148,06,36826,2020
9972,816,84,2417,0,1536,908,06,36868,2020
389,0,6,13,0,44,43,06,36882,2020
3541,0,0,45,0,1849,694,06,34246,2020
2360,0,43,0,0,1889,292,06,36910,2020
4289,20,0,71,11,109,344,06,36980,2020
464,0,34,0,0,0,81,06,37022,2020
3033,0,133,0,42,138,33,06,37106,2020
4971,91,34,223,40,143,274,06,37120,2020
2215,0,119,22,0,372,75,06,37134,2020
31,0,0,0,0,0,0,06,37274,2020
48,0,0,0,0,0,0,06,37400,2020
810,0,0,5,0,0,0,06,37442,2020
1006,0,28,7,6,74,30,06,37484,2020
0,0,0,0,0,0,0,06,37512,2020
1124,0,47,11,39,30,18,06,37533,2020
6942,49,6,22,35,23,709,06,37554,2020
36,0,57,0,0,0,0,06,37568,2020
137,0,0,0,0,0,0,06,83570,2020
7533,13,6,454,0,402,476,06,83612,2020
592,0,0,11,0,66,233,06,83626,2020
23054,934,427,1479,81,22674,3749,06,83668,2020
45,0,0,0,0,1,5,06,83724,2020
8,0,7,0,0,0,0,06,83730,2020
119,0,0,0,0,47,0,06,83766,2020
2812,2,254,40,0,161,39,06,83794,2020
1956,305,55,36,0,205,105,06,83850,2020
2132,0,0,0,0,555,192,06,83863,2020
15,0,34,0,0,0,9,06,83906,2020
1822,56,93,0,0,24,165,06,83948,2020
124,0,0,0,0,0,0,06,84004,2020
2125,5079,55,53,41,1233,968,06,84116,2020
2264,0,47,4,0,35,203,06,84120,2020
7024,2435,89,7876,30,4062,1181,06,84144,2020
33617,5010,1094,31624,401,26041,8021,06,84200,2020
290,0,0,0,0,146,238,06,84345,2020
1154,0,17,5,0,12,114,06,84385,2020
27439,1284,156,2185,36,1520,2886,06,84410,2020
7229,47,43,350,0,44,490,06,84438,2020
689,0,0,0,0,0,0,06,84480,2020
2931,58,0,541,0,69,121,06,84536,2020
29699,1032,304,46591,417,7712,5102,06,84550,2020
3358,103,44,285,3,1014,750,06,84578,2020
10602,13284,216,292,263,8402,2129,06,84592,2020
